id,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate
124,GJ 676 A,e,Radial Velocity,3,35.37,0.187,0.24,,0.036,Msini,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.13,9.58,V (Johnson),,0.71,,14/05/14
125,GJ 687,b,Radial Velocity,1,38.14,0.16353,0.04,,0.058,Msini,,,0,0,0,0,17h36m25.90s,264.10791,+68d20m20.9s,68.339142,4.53,9.15,V (Johnson),3413,0.41,0.42,28/05/14
126,GJ 832,b,Radial Velocity,2,3657,3.56,0.08,,0.68,Msini,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,8.66,V (Johnson),3472,0.45,,25/06/14
127,GJ 832,c,Radial Velocity,2,35.68,0.163,0.18,,0.017,Msini,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,8.66,V (Johnson),3472,0.45,,25/06/14
128,GJ 849,b,Radial Velocity,1,1845,2.32,0.05,,0.91,Msini,,,0,0,0,0,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,8.77,10.37,V (Johnson),,0.49,,27/08/14
129,GJ 86,b,Radial Velocity,1,15.76491,0.113,0.0416,,3.91,Msini,,,0,0,0,0,02h10m25.93s,32.608059,-50d49m25.4s,-50.823723,10.91,6.12,V (Johnson),5151,0.77,,14/05/14
130,GJ 876,b,Radial Velocity,4,61.1166,0.208317,0.0324,59,2.2756,Mass,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,10.191,V (Johnson),,0.33,,27/08/14
131,GJ 876,c,Radial Velocity,4,30.0881,0.12959,0.25591,59,0.7142,Mass,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,10.191,V (Johnson),,0.33,,27/08/14
132,GJ 876,d,Radial Velocity,4,1.93778,0.020807,0.207,59,0.021,Mass,,,0,0,0,1,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,10.191,V (Johnson),,0.33,,27/08/14
133,GJ 876,e,Radial Velocity,4,124.26,0.3343,0.055,59,0.046,Mass,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,10.191,V (Johnson),,0.33,,27/08/14
134,GQ Lup,b,Imaging,1,,100,,,20,Mass,3,,0,0,0,1,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,139,12.43,V (Johnson),,0.7,,14/05/14
135,GSC 06214-00210,b,Imaging,1,,320,,,16,Mass,,,0,0,0,1,16h21m54.67s,245.47778,-20d43m09.1s,-20.719202,145,12.375,V (Johnson),4200,0.9,,01/04/15
136,GU Psc,b,Imaging,1,,2000,,,11.3,Mass,1.265,,0,0,0,0,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,48,13.55,V (Johnson),,0.33,,14/05/14
137,HAT-P-1,b,Transit,1,4.46529976,0.05561,,85.634,0.525,Mass,1.319,0.282,0,0,0,0,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,139,10.34,V (Johnson),5980,1.15,1.17,10/09/15
138,HAT-P-11,b,Transit,1,4.8878162,0.053,0.198,88.5,0.081,Mass,0.422,1.33,0,1,0,1,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,38,9.472,V (Johnson),4780,0.81,0.75,14/05/14
139,HAT-P-12,b,Transit,1,3.2130598,0.0384,0,89,0.211,Mass,0.959,0.3192,0,0,0,0,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,142.5,12.84,V (Johnson),4650,0.73,0.7,14/05/14
140,HAT-P-13,b,Transit,2,2.91625,,0.0133,83.4,0.851,Mass,1.272,,1,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214,10.622,V (Johnson),5653,1.22,1.56,15/10/14
141,HAT-P-13,c,Radial Velocity,2,446.27,,0.6616,,14.28,Msini,,,0,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214,10.622,V (Johnson),5653,1.22,1.56,16/05/14
142,HAT-P-14,b,Transit,1,4.627669,0.0606,0.107,83.5,2.232,Mass,1.15,1.82,0,0,0,0,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,205,9.98,V (Johnson),6600,1.39,1.47,14/05/14
143,HAT-P-15,b,Transit,1,10.863502,0.0964,0.19,89.1,1.946,Mass,1.072,1.96,0,0,0,0,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,190,12.16,V (Johnson),5568,1.01,1.08,14/05/14
144,HAT-P-16,b,Transit,1,2.77596,0.0413,0.036,86.6,4.193,Mass,1.289,2.42,0,0,0,0,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235,10.812,V (Johnson),6158,1.22,1.24,14/05/14
145,HAT-P-17,b,Transit,2,10.338523,0.0882,0.342,89.2,0.534,Mass,1.01,0.64,0,0,0,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90,10.54,V (Johnson),5246,0.86,0.84,14/05/14
146,HAT-P-17,c,Radial Velocity,2,5584,5.6,0.39,,3.4,Msini,,,0,0,0,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90,10.54,V (Johnson),5246,0.86,0.84,14/05/14
147,HAT-P-18,b,Transit,1,5.508023,0.0559,0.084,88.8,0.197,Mass,0.995,0.25,0,0,0,1,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166,12.759,V (Johnson),4803,0.77,0.75,14/05/14
148,HAT-P-19,b,Transit,1,4.008778,0.0466,0.067,88.2,0.292,Mass,1.132,0.25,0,0,0,0,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215,12.901,V (Johnson),4990,0.84,0.82,14/05/14
149,HAT-P-2,b,Transit,1,5.6334729,0.06878,0.5171,86.72,9.09,Mass,1.157,7.29,0,0,0,1,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,135.32,,,6290,1.36,1.64,14/05/14
150,HAT-P-20,b,Transit,1,2.875317,0.0361,0.015,86.8,7.246,Mass,0.867,13.78,0,0,0,0,07h27m39.95s,111.916469,+24d20m11.9s,24.33663,70,11.339,V (Johnson),4595,0.76,0.69,14/05/14
151,HAT-P-21,b,Transit,1,4.124481,0.0494,0.228,87.2,4.063,Mass,1.024,4.68,0,0,0,0,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,254,11.685,V (Johnson),5588,0.95,1.1,14/05/14
152,HAT-P-22,b,Transit,1,3.21222,0.0414,0.016,86.9,2.147,Mass,1.08,2.11,0,0,0,0,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,82,9.732,V (Johnson),5302,0.92,1.04,14/05/14
153,HAT-P-23,b,Transit,1,1.21288287,0.02302,0,85.74,2.07,Mass,1.224,1.406,0,0,0,0,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,393,,,5885,1.1,1.09,26/03/15
154,HAT-P-24,b,Transit,1,3.35524,0.0465,0.067,88.6,0.685,Mass,1.242,0.44,0,0,0,0,07h15m18.01s,108.825058,+14d15m45.4s,14.262599,396,11.818,V (Johnson),6373,1.19,1.32,14/05/14
155,HAT-P-25,b,Transit,1,3.652836,0.0466,0.032,87.6,0.567,Mass,1.19,0.42,0,0,0,0,03h13m44.50s,48.435419,+25d11m50.7s,25.197405,297,13.19,V (Johnson),5500,1.01,0.96,14/05/14
156,HAT-P-26,b,Transit,1,4.234516,0.0479,0.124,88.6,0.059,Mass,0.565,0.4,0,0,0,0,14h12m37.53s,213.156383,+04d03m36.0s,4.059997,134,11.744,V (Johnson),5079,0.82,0.79,14/05/14
157,HAT-P-27,b,Transit,1,3.039577,0.04,0,85,0.62,Mass,1.02,,0,0,0,1,14h51m04.18s,222.767436,+05d56m50.5s,5.947368,204,,,5300,0.94,0.9,14/05/14
158,HAT-P-28,b,Transit,1,3.257215,0.0434,0.051,88,0.626,Mass,1.212,0.44,0,0,0,0,00h52m00.18s,13.000766,+34d43m42.3s,34.728413,395,13.03,V (Johnson),5680,1.02,1.1,14/05/14
159,HAT-P-29,b,Transit,1,5.723186,0.0667,0.095,87.1,0.778,Mass,1.107,0.71,0,0,0,0,02h12m31.47s,33.131142,+51d46m43.5s,51.778759,322,11.9,V (Johnson),6087,1.21,1.22,14/05/14
160,HAT-P-3,b,Transit,1,2.899736,0.03866,0,87.07,0.591,Mass,0.827,1.29,0,0,0,0,13h44m22.59s,206.094121,+48d01m43.2s,48.028667,138,11.577,V (Johnson),5185,0.92,0.8,14/05/14
161,HAT-P-30,b,Transit,1,2.810595,0.0419,0.035,83.6,0.711,Mass,1.34,0.37,0,0,0,0,08h15m47.97s,123.949894,+05d50m12.2s,5.836719,193,10.419,V (Johnson),6304,1.24,1.22,14/05/14
162,HAT-P-31,b,Transit,1,5.005425,0.055,0.245,87.1,2.171,Mass,1.07,2.18,0,0,0,0,18h06m09.05s,271.537705,+26d25m36.0s,26.426662,354,11.66,V (Johnson),6065,1.22,1.36,14/05/14
163,HAT-P-32,b,Transit,1,2.15000805,0.0343,0.0072,88.9,,,1.789,,0,0,0,0,02h04m10.28s,31.042848,+46d41m16.2s,46.687836,283,11.289,V (Johnson),6269,,1.22,15/10/14
164,HAT-P-33,b,Transit,1,3.474474,0.0499,0,87.2,0.762,Mass,1.686,0.2,0,0,0,0,07h32m44.21s,113.184212,+33d50m06.2s,33.835052,387,11.188,V (Johnson),6446,1.38,1.64,14/05/14
165,HAT-P-34,b,Transit,1,5.452654,0.0677,0.441,87.1,3.328,Mass,1.197,2.4,0,0,0,0,20h12m46.88s,303.195342,+18d06m17.5s,18.104868,257,,,6442,1.39,1.53,14/05/14
166,HAT-P-35,b,Transit,1,3.646706,0.0498,0.025,87.3,1.054,Mass,1.332,0.55,0,0,0,0,08h13m00.18s,123.250764,+04d47m13.3s,4.787023,535,12.46,V (Johnson),6096,1.24,1.44,14/05/14
167,HAT-P-36,b,Transit,1,1.327347,0.0238,0.063,86,1.832,Mass,1.264,1.12,0,0,0,0,12h33m03.90s,188.266255,+44d54m55.3s,44.915352,317,12.262,V (Johnson),5560,1.02,1.1,14/05/14
168,HAT-P-37,b,Transit,1,2.797436,0.0379,0.058,86.9,1.169,Mass,1.178,0.89,0,0,0,0,18h57m11.06s,284.296064,+51d16m08.9s,51.269138,411,13.23,V (Johnson),5500,0.93,0.88,14/05/14
169,HAT-P-38,b,Transit,1,4.640382,0.0523,0.067,88.3,0.267,Mass,0.825,0.59,0,0,0,0,02h21m31.98s,35.383234,+32d14m46.1s,32.246151,249,12.557,V (Johnson),5330,0.89,0.92,14/05/14
170,HAT-P-39,b,Transit,1,3.54387,0.0509,0,87,0.599,Mass,1.571,0.19,0,0,0,0,07h35m01.98s,113.758247,+17d49m48.3s,17.830082,642,12.422,V (Johnson),6430,1.4,1.62,14/05/14
171,HAT-P-4,b,Transit,1,3.056536,0.04438,0,89.91,0.671,Mass,1.274,0.403,0,0,0,0,15h19m57.92s,229.991354,+36d13m46.8s,36.229664,314,11.118,V (Johnson),5860,1.26,1.6,14/05/14
172,HAT-P-40,b,Transit,1,4.457243,0.0608,0,88.3,0.615,Mass,1.73,0.15,0,0,0,0,22h22m03.09s,335.512861,+45d27m26.6s,45.457378,501,11.699,V (Johnson),6080,1.51,2.21,14/05/14
173,HAT-P-41,b,Transit,1,2.694047,0.0426,0,87.7,0.8,Mass,1.685,0.2,0,0,0,0,19h49m17.44s,297.322651,+04d40m20.7s,4.672421,344,,,6390,1.42,1.68,14/05/14
174,HAT-P-42,b,Transit,1,4.641878,0.0575,0,85.9,1.044,Mass,1.28,0.61,0,0,0,0,09h01m22.65s,135.344391,+06d05m50.0s,6.09723,447,12.168,V (Johnson),5743,1.18,1.53,14/05/14
175,HAT-P-43,b,Transit,1,3.332687,0.0443,0,88.7,0.662,Mass,1.281,0.39,0,0,0,0,08h35m42.18s,128.925737,+10d12m24.0s,10.206653,542,13.356,V (Johnson),5645,1.05,1.1,14/05/14
176,HAT-P-44,b,Transit,2,4.301219,0.0507,0.044,89.1,0.352,Mass,1.242,0.23,0,0,0,0,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363,,,5295,0.94,0.95,14/05/14
177,HAT-P-44,c,Radial Velocity,2,872.2,1.752,0.494,,4,Msini,,,0,0,0,0,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363,,,5295,0.94,0.95,14/05/14
178,HAT-P-45,b,Transit,1,3.128992,0.0452,0.049,87.8,0.892,Mass,1.426,0.38,0,0,0,0,18h17m29.58s,274.373238,-03d22m51.7s,-3.381036,305,,,6330,1.26,1.32,14/05/14
179,HAT-P-46,b,Transit,1,4.463129,0.0577,0.123,85.5,0.493,Mass,1.284,0.28,0,0,0,0,18h01m46.61s,270.444201,-02d58m15.4s,-2.970947,296,,,6120,1.28,1.4,14/05/14
180,HAT-P-49,b,Transit,1,2.691548,0.0438,0,86.2,1.73,Mass,1.413,0.75,0,0,0,0,20h21m45.94s,305.441397,+26d41m33.5s,26.692652,322,10.326,V (Johnson),6820,1.54,1.83,14/05/14
181,HAT-P-5,b,Transit,1,2.788491,0.04075,0,86.75,1.06,Mass,1.26,0.66,0,0,0,0,18h17m37.31s,274.405476,+36d37m17.1s,36.62141,340,12,V (Johnson),5960,1.16,1.17,14/05/14
182,HAT-P-50,b,Transit,1,3.1220109,0.0453,0.115,83.65,1.35,Mass,1.288,0.78,0,0,0,0,07h52m15.22s,118.063411,+12d08m21.9s,12.13941,497,11.762,V (Johnson),6280,1.27,1.7,19/11/15
183,HAT-P-51,b,Transit,1,4.2180278,0.05069,0.123,88.48,0.309,Mass,1.293,0.178,0,0,0,0,01h24m15.65s,21.06519,+32d48m38.8s,32.810764,470,13.44,V (Johnson),5449,0.98,1.04,19/11/15
184,HAT-P-52,b,Transit,1,2.7535953,0.03694,0.047,87.02,0.818,Mass,1.009,0.98,0,0,0,0,02h50m53.20s,42.721679,+29d01m20.6s,29.022396,385,14.068,V (Johnson),5131,0.89,0.89,19/11/15
185,HAT-P-53,b,Transit,1,1.9616241,0.03159,0.134,86.2,1.484,Mass,1.318,0.8,0,0,0,0,01h27m29.07s,21.871105,+38d58m05.3s,38.968147,719,13.73,V (Johnson),5956,1.09,1.21,19/11/15
186,HAT-P-54,b,Transit,1,3.799847,0.04117,0.074,87.04,0.76,Mass,0.944,1.118,0,0,0,0,06h39m35.52s,99.898,+25d28m57.1s,25.48254,135.8,13.6,Kepler-band,4390,0.65,0.62,24/04/15
187,HAT-P-55,b,Transit,1,3.5852467,0.04604,0.139,87.7,0.582,Mass,1.182,0.435,0,0,0,0,17h37m05.63s,264.273447,+25d43m52.3s,25.731186,480,13.207,V (Johnson),5808,1.01,1.01,17/06/15
188,HAT-P-56,b,Transit,1,2.7908327,0.0423,0.246,82.13,2.18,Mass,1.466,0.86,0,0,1,0,06h43m23.53s,100.848038,+27d15m08.3s,27.252293,310.5,10.908,V (Johnson),6566,1.3,1.43,23/07/15
189,HAT-P-57,b,Transit,1,2.465295,0.0406,0,88.26,1.85,Mass,1.413,,0,0,0,0,18h18m58.42s,274.743421,+10d35m50.3s,10.597294,303,10.465,V (Johnson),7500,1.47,1.5,05/11/15
190,HAT-P-6,b,Transit,1,3.852985,0.05235,0,85.51,1.057,Mass,1.33,0.558,0,0,0,0,23h39m05.81s,354.774222,+42d27m57.5s,42.465973,261,10.44,V (Johnson),6570,1.29,1.46,14/05/14
191,HAT-P-7,b,Transit,1,2.2047354,0.0355,0,83.143,1.781,Mass,1.419,0.8,0,1,0,1,19h28m59.35s,292.24731,+47d58m10.2s,47.969513,320,10.463,Kepler-band,6350,1.47,1.84,15/10/15
192,HAT-P-8,b,Transit,1,3.0763776,0.0487,0,87.5,1.52,Mass,1.5,0.568,0,0,0,0,22h52m09.86s,343.041067,+35d26m49.6s,35.447109,230,10.3,V (Johnson),6200,1.28,1.58,14/05/14
193,HAT-P-9,b,Transit,1,3.92289,0.053,0,86.5,0.78,Mass,1.4,0.35,0,0,0,0,07h20m40.45s,110.168529,+37d08m26.3s,37.140652,480,12.297,V (Johnson),6350,1.28,1.32,14/05/14
194,HATS-1,b,Transit,1,3.446459,0.0444,0.12,85.6,1.855,Mass,1.302,1.03,0,0,0,0,11h42m06.08s,175.525336,-23d21m17.4s,-23.354836,303,12.053,V (Johnson),5870,0.99,1.04,14/05/14
195,HATS-10,b,Transit,1,3.312846,0.04491,0.501,87.79,0.526,Mass,0.969,0.7,0,0,0,0,19h37m13.64s,294.306813,-22d12m16.1s,-22.204477,496,13.113,V (Johnson),5880,1.1,1.1,21/05/15
196,HATS-13,b,Transit,1,3.0440499,0.04057,0.181,88.55,0.543,Mass,1.212,0.377,0,0,0,0,21h07m50.75s,316.961465,-26d05m48.0s,-26.096655,476,13.887,V (Johnson),5523,0.96,0.89,13/08/15
197,HATS-14,b,Transit,1,2.7667641,0.03815,0.142,88.83,1.071,Mass,1.039,1.191,0,0,0,1,20h52m51.71s,313.215479,-25d41m14.4s,-25.687334,513,13.79,V (Johnson),5346,0.97,0.93,13/08/15
198,HATS-17,b,Transit,1,16.254611,0.1308,0.029,89.08,1.338,Mass,0.777,3.5,0,0,0,0,12h48m45.55s,192.189799,-47d36m49.3s,-47.613693,339,12.39,V (Johnson),5846,1.13,1.09,24/03/16
199,HATS-2,b,Transit,1,1.354133,0.023,0,87.2,1.345,Mass,1.168,1.05,0,0,0,0,11h46m57.38s,176.739094,-22d33m46.8s,-22.562992,360,13.562,V (Johnson),5227,0.88,0.9,14/05/14
200,HATS-3,b,Transit,1,3.547851,0.0485,0,86.2,1.071,Mass,1.381,0.51,0,0,0,0,20h49m49.79s,312.45744,-24d25m43.7s,-24.428793,453,12.44,V (Johnson),6351,1.21,1.4,14/05/14
201,HATS-4,b,Transit,1,2.516729,0.0362,0.013,88.5,1.323,Mass,1.02,1.55,0,0,0,0,06h16m26.90s,94.112075,-22d32m48.8s,-22.546885,420,13.459,V (Johnson),5403,1,0.93,02/07/14
202,HATS-5,b,Transit,1,4.763387,0.0542,0.019,89.3,0.237,Mass,0.912,0.39,0,0,0,0,04h28m53.49s,67.222871,-21d28m54.9s,-21.481916,257,12.63,V (Johnson),5304,0.94,0.87,14/05/14
203,HATS-6,b,Transit,1,3.3252725,0.03623,0,88.21,0.319,Mass,0.998,0.399,0,0,0,0,05h52m35.23s,88.146797,-19d01m54.0s,-19.031656,148.4,15.16,V (Johnson),3724,0.57,0.57,14/05/15
204,HATS-8,b,Transit,1,3.583893,0.04667,0.376,87.8,0.138,Mass,0.873,0.259,0,0,0,0,19h39m46.02s,294.941746,-25d44m53.9s,-25.748318,829,14.03,V (Johnson),5679,1.06,1.09,17/06/15
205,HATS-9,b,Transit,1,1.9153073,0.03048,0.129,86.5,0.837,Mass,1.065,0.85,0,0,0,0,19h23m14.42s,290.810104,-20d09m58.7s,-20.166317,622,13.276,V (Johnson),5366,1.03,1.5,21/05/15
206,HD 100546,b,Imaging,1,,53,,,,,6.9,,0,0,0,0,11h33m25.44s,173.356003,-70d11m41.2s,-70.194786,97,6.704,V (Johnson),10500,2.4,,14/05/15
207,HD 100655,b,Radial Velocity,1,157.57,0.76,0.085,,1.7,Msini,,,0,0,0,0,11h35m03.75s,173.76564,+20d26m29.6s,20.441545,140.85,6.45,V (Johnson),4861,2.4,9.3,14/05/14
208,HD 100777,b,Radial Velocity,1,383.7,1.03,0.36,,1.16,Msini,,,0,0,0,0,11h35m51.52s,173.964676,-04d45m20.5s,-4.755697,52.8,8.418,V (Johnson),5582,1.01,,14/05/14
209,HD 10180,c,Radial Velocity,6,5.75969,0.06412,0.073,,0.0416,Msini,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,7.321,V (Johnson),5911,1.06,1.11,25/06/15
210,HD 10180,d,Radial Velocity,6,16.357,0.12859,0.131,,0.0378,Msini,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,7.321,V (Johnson),5911,1.06,1.11,25/06/15
211,HD 10180,e,Radial Velocity,6,49.748,0.2699,0.051,,0.0805,Msini,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,7.321,V (Johnson),5911,1.06,1.11,25/06/15
212,HD 10180,f,Radial Velocity,6,122.744,0.4929,0.119,,0.0722,Msini,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,7.321,V (Johnson),5911,1.06,1.11,25/06/15
213,HD 10180,g,Radial Velocity,6,604.67,1.427,0.263,,0.0732,Msini,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,7.321,V (Johnson),5911,1.06,1.11,25/06/15
214,HD 10180,h,Radial Velocity,6,2205,3.381,0.095,,0.2066,Msini,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,7.321,V (Johnson),5911,1.06,1.11,25/06/15
215,HD 101930,b,Radial Velocity,1,70.46,0.302,0.11,,0.3,Msini,,,0,0,0,0,11h43m30.11s,175.875458,-58d00m24.8s,-58.006886,30.5,8.21,V (Johnson),5079,0.74,,14/05/14
216,HD 102117,b,Radial Velocity,1,20.8133,0.1532,0.121,,0.172,Msini,,,0,0,0,1,11h44m50.46s,176.210251,-58d42m13.4s,-58.703709,42,7.47,V (Johnson),5695,1.11,,14/05/14
217,HD 102195,b,Radial Velocity,1,4.113775,,0,,0.45,Msini,,,0,0,0,0,11h45m42.29s,176.426224,+02d49m17.3s,2.821483,28.98,8.062,V (Johnson),5291,0.87,,14/05/14
218,HD 102272,b,Radial Velocity,1,127.58,0.614,0.05,,5.9,Msini,,,0,0,0,0,11h46m23.54s,176.598068,+14d07m26.4s,14.123986,164.2,8.69,V (Johnson),4908,1.9,10.1,14/05/14
219,HD 102329,b,Radial Velocity,1,778.1,2.03,0.211,,5.9,Msini,,,0,0,0,0,11h46m46.64s,176.694351,+03d28m27.5s,3.474293,138.5,8.04,V (Johnson),4830,1.95,6.3,14/05/14
220,HD 102365,b,Radial Velocity,1,122.1,0.46,0.34,,0.05,Msini,,,0,0,0,0,11h46m31.07s,176.629471,-40d30m01.3s,-40.500355,9.24,4.91,V (Johnson),5630,0.85,,14/05/14
221,HD 102956,b,Radial Velocity,1,6.495,0.081,0.048,,0.96,Msini,,,0,0,0,0,11h51m22.51s,177.843796,+57d38m26.6s,57.640736,121.07,7.851,V (Johnson),5054,1.68,4.4,14/05/14
222,HD 103197,b,Radial Velocity,1,47.84,0.249,0,,0.098,Msini,,,0,0,0,0,11h52m52.98s,178.220749,-50d17m34.2s,-50.292824,49.33,9.391,V (Johnson),5303,0.9,,14/05/14
223,HD 103720,b,Radial Velocity,1,4.5557,0.0498,0.086,,0.62,Msini,,,0,0,0,0,11h56m41.18s,179.1716,-02d46m44.2s,-2.778953,41.6,9.49,V (Johnson),5017,0.79,0.73,08/01/15
224,HD 103774,b,Radial Velocity,1,5.8881,0.07,0.09,,0.367,Msini,,,0,0,0,0,11h56m55.59s,179.231628,-12d06m28.5s,-12.107909,53.08,7.121,V (Johnson),6489,1.33,,14/05/14
225,HD 104067,b,Radial Velocity,1,55.806,0.2643,0,,0.186,Msini,,,0,0,0,0,11h59m10.01s,179.791702,-20d21m13.6s,-20.353781,20.82,7.93,V (Johnson),4969,0.79,,14/05/14
226,HD 10442,b,Radial Velocity,1,1043,2.335,0.11,,2.1,Msini,,,0,0,0,0,01h41m53.15s,25.471457,+02d42m15.8s,2.704376,,7.84,V (Johnson),5034,1.56,,03/12/14
227,HD 104985,b,Radial Velocity,1,199.505,0.95,0.09,,8.3,Msini,,,0,0,0,0,12h05m15.12s,181.312988,+76d54m20.6s,76.905731,102.04,5.8,V (Johnson),,,,14/05/14
228,HD 106252,b,Radial Velocity,1,1531,2.611,0.482,,6.92,Msini,,,0,0,0,0,12h13m29.51s,183.372955,+10d02m29.9s,10.041638,37.4,7.408,V (Johnson),5870,1.01,,14/05/14
229,HD 106270,b,Radial Velocity,1,2890,4.3,0.402,,11,Msini,,,0,0,0,0,12h13m37.28s,183.40535,-09d30m48.2s,-9.513381,87.87,7.73,V (Johnson),5638,1.32,2.5,14/05/14
230,HD 10647,b,Radial Velocity,1,989.2,2.015,0.15,,0.94,Msini,,,0,0,0,0,01h42m29.32s,25.622149,-53d44m27.0s,-53.740833,17.35,5.52,V (Johnson),6218,1.11,1.1,14/05/14
231,HD 106515 A,b,Radial Velocity,1,3630,4.59,0.572,,9.61,Msini,,,0,0,0,0,12h15m06.57s,183.777359,-07d15m26.4s,-7.257327,36.36,7.971,V (Johnson),5362,0.97,1.62,14/05/14
232,HD 106906,b,Imaging,1,,650,,,11,Mass,,,0,0,0,0,12h17m53.19s,184.471634,-55d58m31.9s,-55.975525,91.83,7.797,V (Johnson),6516,1.5,,14/05/14
233,HD 10697,b,Radial Velocity,1,1075.2,2.131,0.099,,6.21,Msini,,,0,0,0,0,01h44m55.82s,26.232603,+20d04m59.3s,20.083149,32.6,6.279,V (Johnson),5680,1.11,,14/05/14
234,HD 107148,b,Radial Velocity,1,48.056,0.269,0.05,,0.21,Msini,,,0,0,0,0,12h19m13.49s,184.806213,-03d19m11.2s,-3.319789,51.26,8.01,V (Johnson),5797,1.12,,14/05/14
235,HD 108147,b,Radial Velocity,1,10.8985,0.102,0.53,,0.261,Msini,,,0,0,0,0,12h25m46.27s,186.44278,-64d01m19.5s,-64.022087,38.56,6.995,V (Johnson),6265,1.27,,14/05/14
236,HD 108341,b,Radial Velocity,1,1129,2,0.85,,3.5,Msini,,,0,0,0,0,12h27m31.39s,186.880798,-71d25m22.7s,-71.422974,49.4,9.36,V (Johnson),5122,0.84,0.79,08/01/15
237,HD 108863,b,Radial Velocity,1,443.4,1.4,0.06,,2.6,Msini,,,0,0,0,0,12h30m19.91s,187.582962,+21d56m53.7s,21.948244,138.5,7.89,V (Johnson),4956,1.85,5.6,14/05/14
238,HD 108874,b,Radial Velocity,2,395.8,1.038,0.082,,1.29,Msini,,,0,0,0,0,12h30m26.88s,187.612015,+22d52m47.4s,22.879829,68.5,,,5551,0.95,,14/05/14
239,HD 108874,c,Radial Velocity,2,1624,2.659,0.239,,0.99,Msini,,,0,0,0,0,12h30m26.88s,187.612015,+22d52m47.4s,22.879829,68.5,,,5551,0.95,,14/05/14
240,HD 109246,b,Radial Velocity,1,68.27,0.33,0.12,,0.77,Msini,,,0,0,0,0,12h32m07.19s,188.029953,+74d29m22.4s,74.489548,65.6,8.77,V (Johnson),5844,1.01,1.02,14/05/14
241,HD 109271,b,Radial Velocity,2,7.8543,0.079,0.25,,0.054,Msini,,,0,0,0,0,12h33m35.56s,188.398148,-11d37m18.7s,-11.621868,56.92,8.055,V (Johnson),5783,1.05,,14/05/14
242,HD 109271,c,Radial Velocity,2,30.93,0.196,0.15,,0.076,Msini,,,0,0,0,0,12h33m35.56s,188.398148,-11d37m18.7s,-11.621868,56.92,8.055,V (Johnson),5783,1.05,,14/05/14
243,HD 109749,b,Radial Velocity,1,5.24,0.0635,0.01,,0.28,Msini,,,0,0,0,0,12h37m16.38s,189.318237,-40d48m43.6s,-40.812115,59.03,8.208,V (Johnson),5903,1.2,1.24,14/05/14
244,HD 110014,b,Radial Velocity,1,835.477,2.14,0.462,,11.09,Msini,,,0,0,0,0,12h39m14.77s,189.811523,-07d59m44.0s,-7.995564,90,4.66,V (Johnson),4445,2.17,20.9,14/05/14
